"","source","RemoteIP","DateRcvd","submit_time","when_employed","rest","City","State","mos_current","xtra_months","more_mos","asian_prop","black_prop","hispanic_prop","white_prop","breakfast","lunch","dinner","late_night","busy","ppbill","pcttip","big_tips","comparative_tips","flair","intro","selling","squatt","touch","jokes","repeat.","customer_name","draw","smile","thanks","weather","complement","happy","yrs_experience","effect_sz","Men","Women","Teenagers","Young_Adults","Middle_Aged_Adults","Elderly_Adults","Cash_Customers","Charge_Customers","Smokers","Regulars","First_Timers","Asians","Blacks","Hispanics","Whites","Foreigners","Couples","onetops","kids","Business_People","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Open_to_new_experiences_complex","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Calm_emotionally_stable","Conventional_uncreative","birth_yr","sex","hair","hair_other","married","race","race_other"
"1540",2,"65.135.33.111",20060828101002," ",3,"Vinnie's Sports Bar","Gretna","Louisiana",1,0," ",0,5,10,85,0,0,0,1,2,30,15,5,4,1,NA,2,1,1,1,2,2,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1541",2,"65.219.223.100",20060828101136," ",3,"McCormick & Schmick's","Boston","MA",12,12," ",1,1,1,97,0,1,1,1,2,50,18,80,4,3,2,3,1,1,2,3,2,1,2,3,1,2,3,8,5,2,2,1,2,3,1,2,3,3,3,2,2,1,2,3,1,3,2,1,3,3,7,7,4,6,1,3,1,4,5,1977,0,2," ",0,4," "
"1542",2,"4.154.0.128",20060828101429," ",2,"Doe Run Resort","Groundhog Mountain","Virginia",4,1," ",0,1,0,99,0,0,1,0,3,85,20,75,2,4,4,3,1,2,2,3,3,1,3,1,3,3,6,25,5,3,1,1,2,2,3,2,2,3,99,2,1,1,1,2,1,3,3,2,2,7,1,7,1,6,1,4,1,7,1,1940,0,NA,"greying",1,4," "
"1543",2,"64.69.121.136",20060828101530," ",2,"Firefly Woodfire Grill","Falmouth","MA",6,0," ",2,8,NA,90,0,0,1,1,2,55,18,35,2,1,1,1,2,1,2,2,2,1,1,1,2,3,6,2.5,4,3,3,2,1,2,2,3,3,3,3,2,2,2,2,2,1,3,1,3,3,6,1,6,1,5,2,6,1,6,4,1983,1,2," ",0,4," "
"1544",2,"69.215.40.217",20060828101812," ",3,"Meson Sabika","Naperville","IL",22,12," ",10,5,15,70,0,1,1,1,2,25,18,50,3,1,4,3,1,1,2,1,2,1,3,4,2,2,6,4,4,2,1,1,3,3,2,3,2,3,3,2,2,2,2,NA,1,3,1,2,2,3,2,5,5,5,2,5,1,3,2,1979,1,2," ",1,4," "
"1545",2,"205.156.188.254",20060828101908," ",NA," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1546",2,"64.46.170.34",20060828102103," ",3,"TGI Fridays","Des Moines","Iowa",60,0," ",10,10,NA,80,0,1,1,1,2,10,20,5,4,4,2,3,3,1,2,4,1,1,1,1,1,1,7,5,4,3,2,1,1,2,3,2,2,1,3,2,2,1,1,2,3,2,2,2,3,5,2,6,2,5,4,5,2,5,4,1974,1,1," ",1,4," "
"1547",2,"24.218.18.220",20060828102608," ",2,"Stadium Bar and Grill","South Boston","MA",4,0," ",0,1,1,98,1,1,1,1,3,18,17,30,3,1,1,1,2,2,2,2,2,4,4,4,1,3,6,2,5,3,2,2,2,3,2,2,1,99,3,2,99,99,99,2,1,3,2,2,1,7,1,3,3,5,1,5,2,5,2,1985,1,3," ",0,4," "
"1548",2,"69.0.74.7",20060828102738," ",2,"Charley's Eating and Drinking Saloon","Waterford","CT",48,0," ",5,20,15,60,0,0,1,1,2,18,25,95,1,2,4,4,1,2,3,2,2,1,2,4,2,3,7,15,5,3,3,1,2,3,1,3,3,3,3,3,99,99,99,99,1,3,3,3,2,7,1,6,2,6,5,7,2,5,1,1976,1,2," ",1,4," "
"1549",2,"71.41.230.205",20060828102822," ",1,"Rich's Place","Edgewater","Florida",18,6," ",0,1,1,98,0,0,1,1,3,50,18,20,4,2,4,3,2,3,3,3,3,1,3,2,1,2,1,5,2,2,2,1,2,3,1,2,2,2,3,2,99,99,99,2,1,3,1,1,3,5,5,6,5,7,3,7,5,2,2,1985,1,2," ",0,4," "
"1550",2,"70.239.6.145",20060828102839," ",1,"viva barcelona","westlake","ohio",1,24," ",0,10,0,90,0,0,1,1,2,45,20,85,3,1,3,3,1,1,2,4,3,1,2,2,3,4,6,24,4,3,2,99,3,3,2,3,3,3,3,3,99,2,99,3,99,3,2,2,3,6,3,7,5,7,3,7,1,4,1,1967,1,2," ",0,4," "
"1551",2,"66.90.164.30",20060828103002," ",3," "," "," ",39,0," ",10,10,10,70,1,1,1,0,3,15,20,15,4,1,2,2,1,2,3,3,2,1,2,2,1,3,6,4,4,3,1,1,2,3,1,2,3,3,3,2,2,1,1,3,1,2,2,1,3,6,4,5,5,5,2,3,3,4,1,1978,1,3," ",0,4," "
"1552",2,"152.163.100.11",20060828103300," ",0," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1553",2,"70.108.221.153",20060828103555," ",3,"Bison Country","Waltham","Massachusetts",24,0," ",5,5,5,85,0,1,1,1,2,20,20,25,3,1,2,2,1,1,1,2,1,1,3,2,1,4,6,3,4,3,2,99,3,3,1,2,2,99,2,2,2,2,2,3,1,3,2,2,3,3,2,5,1,6,5,5,5,7,3,1978,0,2," ",1,4," "
"1554",2,"24.9.155.12",20060828103907," ",3,"Village Inn","Denver","CO",3,0," ",2,25,25,48,0,1,0,0,3,12,20,25,4,1,4,2,1,1,1,4,1,1,4,4,1,2,NA,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,7,1,7,2,6,2,7,3,1970,1,1," ",1,4," "
"1555",2,"216.254.71.25",20060828104007," ",2,"Cabo","Rockville Centre","NY",24,0," ",5,15,20,60,0,0,1,1,2,20,20,10,4,1,3,4,2,1,2,3,1,1,2,2,2,2,5,6,4,3,1,1,2,2,1,3,2,99,3,2,2,1,1,2,1,2,2,3,3,5,4,6,2,5,4,6,1,6,2,1984,1,2," ",0,4," "
"1556",2,"68.15.55.151",20060828104119," ",2,"paganis","manchester","ct",42,0," ",2,11,2,85,0,0,1,0,3,25,18,10,4,1,4,3,1,1,2,4,2,1,4,2,1,3,6,7,4,3,2,1,3,2,1,2,2,2,3,2,2,1,1,2,1,3,3,1,2,6,1,6,1,6,2,7,2,6,1,1979,1,1," ",0,4," "
"1557",2,"198.152.12.67",20060828104146," ",0," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1558",2,"143.231.249.141",20060828104327," ",3,"Irish Democrat","Cedar Rapids","Iowa",12,0," ",0,1,0,99,0,1,1,1,2,50,20,60,4,1,4,1,2,1,1,3,3,1,3,1,1,2,4,4,4,3,2,1,1,1,1,2,3,2,3,2,99,99,99,2,99,2,3,2,3,7,7,7,2,2,1,6,1,2,3,1972,1,2," ",1,4," "
"1559",2,"65.173.90.88",20060828104653," ",2,"Continental Divide","Charlottesville","Virginia",60,6," ",3,3,3,91,0,0,1,0,2,25,18,10,3,3,1,2,2,2,3,3,3,1,4,4,2,3,7,5,4,3,2,1,1,3,1,3,2,3,3,2,1,1,1,2,1,2,2,2,2,6,5,7,2,6,1,7,1,4,1,1979,1,2," ",1,4," "
"1560",2,"163.191.255.254",20060828104821," ",1,"Tuscany Italian Restaurant","Springfield","IL",96,120," ",1,5,3,91,0,0,1,0,3,25,18,30,3,2,3,4,1,1,2,2,2,1,4,1,1,3,7,17,5,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,7,2,7,2,7,2,6,2,7,2,1969,0,2," ",0,4," "
"1561",2,"152.130.15.14",20060828105123," ",3,"O'Charley's","Nobleville","Indiana",3,0," ",0,5,5,90,0,1,0,0,3,18,10,30,5,1,3,3,1,1,2,3,3,1,3,3,1,2,1,6,3,2,2,1,2,1,1,2,2,2,2,2,99,2,2,2,2,99,2,2,3,6,1,6,5,6,2,6,2,6,2,1977,1,2," ",1,4," "
"1562",2,"64.217.218.225",20060828105131," ",3,"Ardeo","South Yarmouth","MA",25,0," ",5,10,5,80,0,1,1,0,2,30,18,40,2,1,2,3,1,1,3,3,2,1,1,1,2,4,6,7,5,2,2,1,3,3,1,2,2,99,3,2,2,1,2,2,1,3,2,2,3,6,4,6,3,7,3,7,3,6,1,1975,1,3," ",1,4," "
"1563",2,"66.73.175.128",20060828105200," ",1,"Gateway Bar and Grill","Chicago","IL",3,0," ",0,60,10,30,0,0,1,1,4,45,18,5,3,1,2,3,1,1,2,4,2,1,2,4,1,3,3,7,3,2,1,1,2,3,1,2,3,2,3,2,2,1,1,2,1,3,2,3,3,5,6,7,7,5,4,5,5,1,2,1982,1,2," ",0,4," "
"1564",2,"128.84.143.225",20060828105321," ",3,"applebee's","ithaca","ny",14,0," ",5,5,5,85,0,1,1,0,2,18,15,25,2,2,4,3,2,3,4,4,2,1,4,3,2,2,6,8,4,2,2,3,2,2,1,2,3,2,3,2,1,1,2,2,2,3,1,3,3,7,1,6,1,7,3,5,3,5,2,1971,1,1," ",1,4," "
"1565",2,"206.145.252.25",20060828105604," ",3,"the Modern","Minneapolis","MN",6,0," ",5,5,5,85,1,1,1,0,1,30,20,25,4,1,1,1,1,2,2,3,2,1,3,4,2,3,6,8,3,3,2,1,2,3,1,3,2,3,2,2,99,99,99,2,1,3,3,2,2,6,2,6,4,7,5,7,3,6,6,1974,1,1," ",1,4," "
"1566",2,"208.251.213.66",20060828105737," ",3,"H20","Washington","DC",10,0," ",NA,75,NA,25,1,0,1,0,3,30,17,10,3,1,4,1,1,1,2,4,1,1,2,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1567",2,"199.46.198.234",20060828105813," ",2," ","Cambridge","Ma",3,0," ",0,30,30,40,0,0,1,0,3,20,20,5,4,1,1,1,1,2,2,4,2,1,3,2,3,3,4,9,4,3,2,1,1,2,2,2,3,3,3,2,2,1,1,2,1,2,3,2,3,6,2,6,3,5,4,6,1,2,2,1960,1,2," ",0,4," "
"1568",2,"24.13.11.137",20060828105939," ",1,"Atwood Cafe","Chicago","IL",48,12," ",15,15,10,90,0,1,1,0,2,42,18,50,3,1,1,4,1,1,3,3,4,1,3,1,3,3,4,4,3,2,3,1,3,2,1,2,3,99,3,2,1,1,1,2,1,3,2,1,2,6,2,6,3,6,3,6,1,5,1,1978,0,2," ",0,4," "
"1569",2,"12.176.230.9",20060828110027," ",1,"Bandera","Chicago","IL",17,0," ",5,35,2,58,0,0,1,0,3,35,19,5,4,1,4,4,1,1,1,1,1,1,2,2,1,2,5,4,3,3,2,2,3,2,2,1,2,99,3,2,99,1,99,2,1,2,3,2,2,6,1,7,1,7,3,7,1,7,1,1981,1,2," ",0,4," "
"1570",2,"66.207.67.33",20060828110108," ",2,"Jarmins Gap","Crozet","Va",14,5," ",1,8,1,90,0,0,1,1,2,30,18,40,3,1,1,1,1,1,2,1,3,1,3,1,1,3,6,8,3,2,1,1,3,3,1,2,2,3,99,2,2,1,1,2,1,3,2,2,3,7,2,7,2,7,3,5,1,7,1,1977,0,2," ",1,4," "
"1571",2,"166.70.85.242",20060828110305," ",3,"Metro Pizza","Las Vegas","NV",12,0," ",5,5,15,75,0,0,1,1,3,25,15,40,4,1,4,3,4,4,4,4,2,1,2,2,1,2,5,3,5,3,2,1,1,2,1,2,2,3,2,1,1,1,1,2,1,3,3,1,99,7,5,7,5,5,1,7,6,5,3,74,1,2," ",0,4," "
"1572",2,"151.205.35.23",20060828110356," ",3,"Dolly's Restaurant and The Flame Steak H","Morgantown","WV",48,NA," ",2,2,0,96,0,0,1,0,3,25,15,30,4,1,3,3,1,2,2,3,2,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1573",2,"143.231.249.141",20060828110420," ",1,"Pastis","Hartford","CT",78,24," ",10,5,5,80,0,0,1,0,3,50,18,10,3,1,2,3,1,2,2,2,2,1,3,4,2,3,6,9,4,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,3,6,4,6,2,6,2,5,2,5,3,1976,1,2," ",0,4," "
"1574",2,"64.81.218.2",20060828110828," ",1,"Mangia Mangia","Patchogue","NY",1,12," ",0,0,0,100,0,0,1,0,1,35,20,98,4,1,4,4,1,2,3,3,1,1,3,1,1,4,7,10,4,3,1,1,2,3,1,3,2,3,3,2,99,99,99,99,1,3,2,1,3,7,2,7,1,7,2,5,1,6,1,1966,NA,2," ",1,4," "
"1575",2,"209.190.224.130",20060828110859," ",1,"Stars and Stripes","Arlington","VA",13,12," ",5,15,5,75,0,1,1,0,3,16,18,10,3,1,1,2,2,1,2,2,1,1,2,NA,1,2,5,1,3,2,2,2,3,2,1,2,2,99,3,2,99,1,99,2,2,2,3,3,2,2,2,6,1,4,6,5,2,6,4,1980,0,2," ",0,4," "
"1576",2,"24.92.52.36",20060828110942," ",2,"Karavalli","Albany","NY",2,10," ",35,10,5,50,0,0,1,0,2,25,20,70,4,4,1,3,1,1,2,3,2,1,4,1,1,1,2,2,3,99,99,1,2,3,3,3,2,NA,3,2,1,2,99,3,99,2,1,2,2,6,3,4,1,6,2,5,6,7,6,1981,1,NA,"black",1,1," "
"1577",2,"71.229.58.15",20060828111111," ",1,"Driftaway Cafe","Savannah","Ga",72,240," ",2,8,NA,90,0,1,1,0,2,25,17,10,4,2,2,3,3,3,2,2,3,1,4,3,1,3,7,25,5,3,2,2,2,2,2,2,2,2,3,2,3,1,1,2,1,2,2,2,3,7,4,5,6,4,1,5,5,6,1,1960,0,2," ",1,4," "
"1578",2,"70.107.106.158",20060828111206," ",1,"Haru Japanese Restaurant","New York","New York",110,8," ",12,3,10,75,0,0,1,0,2,42,20,75,2,2,4,4,1,2,2,4,3,1,4,3,2,2,7,15,4,3,1,1,2,2,1,2,2,3,2,2,1,1,1,2,1,3,2,1,3,7,2,6,2,7,2,6,1,5,1,1971,1,NA,"black",0,1," "
"1579",2,"12.148.177.26",20060828111219," ",2,"SRO Sportsbar & Cafe","Houston","TX",48,0," ",2,3,5,90,0,0,0,1,2,40,20,30,2,2,3,3,4,4,4,4,3,2,4,3,1,3,6,5,4,3,2,99,2,3,2,2,3,3,3,2,2,1,1,3,1,3,2,1,2,7,5,7,4,7,2,6,1,5,1,1977,1,2," ",0,3," "
"1580",2,"65.112.203.14",20060828111557," ",2,"The Ridgeline at the Pepsi Center","Denver","Colorado",10,10," ",2,2,2,90,0,0,1,0,2,28,17,3,3,1,2,3,3,2,2,2,3,1,2,1,1,3,5,4,3,2,1,1,2,3,1,2,2,3,3,2,3,1,2,2,2,2,1,1,3,5,4,5,3,5,4,5,6,5,2,1983,1,1," ",0,4," "
"1581",2,"66.66.244.214",20060828111631," ",1,"Friendly's","Geneva","Ny",20,0," ",10,30,15,45,0,0,1,1,2,25,15,20,1,2,4,3,1,2,3,3,2,1,3,2,2,3,4,3,4,2,2,1,1,3,2,2,2,2,2,2,2,1,1,2,1,3,3,1,2,5,1,7,3,6,5,7,4,2,1,1975,1,1," ",1,4," "
"1582",2,"12.107.50.78",20060828111858," ",3,"Cannoli's","Florissant","Missouri",13,1," ",1,40,1,58,0,0,1,0,3,15,15,5,2,1,4,4,2,1,1,3,2,1,3,1,1,1,1,30,4,3,2,1,1,2,1,3,2,2,3,2,2,1,1,2,1,2,2,1,3,5,1,7,1,6,2,7,1,7,2,1954,1,1," ",1,4," "
"1583",2,"66.216.159.130",20060828111915," ",3,"Therapy Cafe","Charlotte","NC",6,12," ",1,30,NA,69,1,1,1,1,3,2.5,15,20,4,2,4,4,3,3,3,3,3,1,3,2,1,3,2,8,3,2,1,1,2,2,1,2,2,2,3,2,2,1,1,2,1,2,2,2,2,6,3,7,5,6,2,6,2,5,2,1978,1,2," ",0,4," "
"1584",2,"209.98.64.3",20060828112441," ",1,"Olive Garden","Roseville","Minnesota",27,15," ",10,10,20,60,0,1,1,1,2,14,20,80,2,2,4,4,1,1,3,3,2,1,3,2,2,3,4,5,3,2,2,3,3,2,1,2,2,99,2,2,1,1,2,2,1,1,3,1,2,7,2,7,2,7,1,6,2,5,6,1984,1,1," ",0,4," "
"1585",2,"66.182.197.85",20060828112946," ",3,"Hooters","Dallas","Texas",72,0," ",0,5,15,80,0,1,1,1,2,25,30,60,2,1,4,4,3,2,4,4,3,4,4,4,2,2,4,11,5,3,1,1,2,3,1,2,3,3,3,2,1,1,1,3,1,2,3,1,3,7,1,7,1,6,1,6,1,7,1,1977,1,2," ",1,4," "
"1586",2,"70.180.112.61",20060828113006," ",1,"texas road house","harvey","la",18,18," ",10,50,15,25,0,0,1,0,2,0,90,15,4,1,4,4,2,1,3,4,2,1,2,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1587",2,"205.250.182.128",20060828113012," ",1,"South Garden","Chilliwack, B.C.","Canada",36,24," ",10,1,1,88,0,0,1,1,3,30,12,5,3,2,1,1,2,NA,3,3,4,2,4,1,2,2,6,3,2,3,3,2,2,2,1,2,2,99,3,3,2,99,99,99,2,3,2,3,1,7,1,7,1,7,1,7,5,7,5,1983,1,2," ",0,3," "
"1588",2,"169.207.54.38",20060828113113," ",3,"Applebee's","Glendale","WI",10,0," ",1,20,4,75,0,0,1,1,2,30,12,10,4,4,4,4,1,1,3,4,2,4,4,4,2,3,1,5,3,2,2,1,1,3,2,1,2,2,99,2,2,1,1,2,2,1,1,1,2,7,1,7,5,6,2,6,1,6,2,1980,1,1," ",1,4," "
"1589",2,"24.141.78.200",20060828113324," ",1,"backstreet bar","Hamilton","Ontario",12,12," ",5,5,0,90,0,0,0,1,2,60,15,30,4,1,4,4,2,3,3,2,4,1,4,3,2,2,7,6,3,3,2,1,1,2,1,3,2,3,3,2,99,99,99,99,1,2,2,1,2,3,2,6,2,4,2,6,1,5,2,1984,1,NA,"brown w/ blonde highlights",0,4," "
"1590",2,"131.191.32.119",20060828113950," ",3," ","Estes Park","Colorado",3,1," ",0,0,0.05,0.95,0,0,1,1,2,12,14,15,4,2,4,3,2,1,2,3,1,1,2,2,1,2,3,1,3,2,1,2,1,2,1,3,2,2,3,2,NA,NA,NA,2,1,2,2,2,3,7,1,6,1,7,5,5,6,6,1,1983,0,2," ",0,4," "
"1591",2,"164.55.254.106",20060828114103," ",3,"Bob Evans","DeWitt","Michigan",60,0," ",5,10,5,80,1,1,0,0,3,12,17,20,2,1,4,3,3,1,2,1,2,2,3,3,1,2,5,5,4,2,2,1,3,2,1,2,2,1,3,2,2,2,2,2,2,3,3,1,3,6,2,6,4,5,2,7,1,5,6,1983,1,2," ",0,4," "
"1592",2,"81.132.30.226",20060828114128," ",1,"Britannia Inn","Leicester","UK",24,1," ",15,15,2,68,0,1,1,1,2,40,12,10,3,2,3,4,1,2,3,2,3,1,2,4,2,3,6,3,4,2,2,1,3,2,1,3,1,2,3,2,1,3,99,3,2,3,1,1,2,7,2,5,3,6,2,5,1,4,2,1988,0,2," ",0,4," "
"1593",2,"70.88.145.9",20060828114147," ",2,"Bonefish Grill","Grand Rapids","MI",7,0," ",2,6,2,90,0,0,1,1,2,30,17,55,3,1,4,4,1,1,2,3,2,2,4,3,2,2,6,1,3,3,3,1,2,3,1,2,3,99,3,2,2,2,2,2,2,3,2,2,2,6,3,6,4,NA,3,5,3,4,3,1983,1,2," ",0,4," "
"1594",2,"12.168.25.203",20060828114221," ",3,"Lake Sherwood Lodge","Nekoosa","WI",30,0," ",0,1,0,99,0,1,1,1,3,20,10,3,4,1,2,2,3,3,3,2,3,1,3,3,3,2,4,2.5,3,2,2,1,NA,3,1,2,99,2,2,2,99,2,99,2,99,2,2,2,2,7,4,7,4,4,1,5,1,6,1,1974,1,1," ",0,4," "
"1595",2,"209.53.157.130",20060828114238," ",1,"Southgarden Seafood and chinese resturau","Chilliwack","BC",96,5," ",15,5,10,70,0,0,1,0,2,10,10,30,4,1,1,3,3,2,2,4,2,2,3,2,2,4,1,8,5,3,2,1,2,3,1,2,3,99,2,99,1,99,99,99,99,2,2,3,3,6,5,6,2,6,3,6,2,7,2,1981,1,2," ",0,4," "
"1596",2,"69.142.14.168",20060828114258," ",1," ","belmar","new jersey",19,10," ",5,5,5,85,0,0,1,0,2,NA,20,98,4,1,1,1,1,1,2,2,2,1,2,1,2,2,6,6,5,99,99,2,1,99,2,99,99,99,3,3,99,99,99,99,1,99,99,99,99,2,5,7,2,7,7,5,1,6,1,1980,1,2," ",0,4," "
"1597",2,"206.131.208.20",20060828114315," ",1,"Champps Americana","Worithington","Ohio",12,12," ",1,10,2,87,0,0,1,1,3,22,19,75,3,1,4,3,1,2,2,4,2,1,2,1,2,2,5,6,4,2,2,1,2,2,99,3,2,3,3,2,2,2,2,2,1,3,3,2,2,4,2,7,1,6,5,5,1,6,4,1979,0,2," ",0,4," "
"1598",2,"147.56.42.106",20060828114401," ",3,"Blackberries","Port Townsend","Washington",12,0," ",0.33,0.33,0.33,99,0,1,1,0,2,17,18,20,3,1,4,2,1,1,2,3,2,1,2,4,2,3,2,6,4,99,99,1,2,2,1,2,3,99,3,2,99,99,99,2,1,3,2,1,3,6,3,5,4,5,3,6,2,5,2,1974,1,2," ",1,4," "
"1599",2,"209.222.53.61",20060828114413," ",1,"Splendido","Toronto","Ontario",9,18," ",30,1,1,68,0,0,1,0,2,100,18,25,4,1,1,4,1,2,2,1,3,1,2,1,1,2,6,14,2,3,2,1,1,3,2,3,2,3,2,3,2,1,99,2,1,2,3,2,3,7,1,7,1,6,2,6,1,6,3,1974,1,1," ",0,4," "
"1600",2,"65.195.133.120",20060828114524," ",1,"Saltaus","Chicago","IL",5,12," ",10,15,10,65,0,0,1,0,2,70,20,50,2,1,1,4,1,1,2,1,1,1,3,1,2,3,5,11,4,3,2,1,1,2,2,3,2,2,3,2,1,1,2,2,1,2,2,1,2,5,1,7,1,5,5,6,2,7,2,1976,0,2," ",1,4," "
"1601",2,"24.33.149.114",20060828114710," ",1,"carver's steaks and chops","dayton","ohio",60,240," ",10,10,5,75,0,0,1,0,3,42,18,15,3,1,3,4,2,1,2,2,2,1,2,1,2,2,4,15,4,2,2,1,2,3,1,2,2,2,3,2,2,1,1,2,1,3,3,2,3,7,4,7,5,6,4,5,4,4,4,1971,0,2," ",0,4," "
"1602",2,"63.204.115.46",20060828115113," ",3,"Sierra La Verne Country Club","La Verne","CA",9,0," ",80,5,5,10,1,1,1,0,4,50,8,25,4,1,2,1,1,1,3,2,4,3,4,4,1,1,2,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1603",2,"69.3.206.135",20060828115116," ",3,"Deb's","Ypsilanti","Michigan",6,0," ",0,20,15,65,0,0,0,0,3,8,10,10,2,2,2,2,1,2,2,3,2,1,2,1,1,2,1,2,3,2,1,1,3,2,1,3,1,3,2,2,1,1,1,2,1,1,2,1,1,6,4,6,2,7,2,7,2,4,2,1976,1,3," ",0,4," "
"1604",2,"68.106.159.117",20060828115255," ",3,"Ragazzi's","Virginia Beach","VA",6,0," ",10,30,5,55,0,1,1,0,3,25,15,10,1,2,4,4,2,1,3,4,3,2,4,4,1,3,5,10,3,3,2,1,2,3,1,2,3,3,3,2,2,1,2,2,2,3,3,2,3,7,5,4,5,7,1,6,4,5,1,1972,1,2," ",1,4," "
"1605",2,"12.160.58.83",20060828115554," ",3," ","Washington","DC",48,0," ",5,10,5,80,0,1,1,0,2,40,15,30,3,1,2,2,1,1,2,4,1,1,3,3,1,2,5,10,4,2,2,2,3,2,1,3,2,3,3,2,2,1,1,2,1,3,3,1,2,6,1,7,1,6,2,7,1,7,2,1977,1,2," ",1,NA,"mixed asian-white"
"1606",2,"71.212.228.227",20060828115556," ",3,"TGI Fridays","Lone Tree","Colorado",36,0," ",1,5,14,80,0,1,1,1,2,60,18,20,2,1,4,3,4,4,4,3,2,1,3,4,2,2,4,8,5,2,3,1,2,2,1,3,2,99,3,2,1,2,1,2,1,3,2,2,2,6,2,6,2,6,3,5,4,6,3,1977,0,2," ",0,4," "
"1607",2,"198.174.61.94",20060828115611," ",2,"Bradys","Little Canada","MN",3,0," ",1,15,4,80,0,0,1,1,4,20,10,5,7,1,2,2,1,2,2,3,3,1,3,3,1,1,6,9,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,5,1,5,2,7,4,5,1,5,4,1976,1,2," ",0,3," "
"1608",2,"205.188.116.136",20060828115646," ",1,"Blue Point Grill","Cleveland","OHio",48,2," ",5,25,5,70,0,0,1,0,2,50,20,20,2,1,2,4,2,2,2,3,2,1,4,2,2,3,3,16,4,3,1,2,2,3,2,2,3,3,3,2,2,1,1,3,1,2,2,1,2,7,5,7,5,7,1,5,1,6,1,1968,1,1," ",0,4," "
"1609",2,"169.145.3.13",20060828115744," ",3,"Tin Alley Grill","Springfield","PA",48,0," ",10,10,10,70,0,1,1,1,4,20,15,15,4,1,4,3,2,2,2,3,3,2,3,4,1,2,5,6,3,2,1,1,3,2,1,2,2,3,2,2,2,1,2,2,2,3,1,2,1,5,1,6,2,5,3,5,2,5,4,1983,1,2," ",0,4," "
"1610",2,"192.197.178.2",20060828115919," ",3,"The Good Food Co.","Carleton Place","Ontario",4,6," ",1,1,1,97,1,0,1,1,2,20,12,5,4,2,4,1,2,NA,2,3,3,4,4,4,1,2,2,5,5,2,1,1,1,3,1,2,2,99,3,2,99,99,99,99,99,3,1,1,3,7,3,5,5,7,3,7,3,6,1,1980,0,1," ",0,4," "
"1611",2,"71.33.160.218",20060828115957," ",2,"Applebees","Parker","Colorado",6,0," ",5,10,5,80,0,0,1,1,3,50,10,20,3,2,4,4,4,1,3,3,2,2,3,4,1,2,5,5,3,3,2,1,1,3,1,2,2,3,3,2,2,1,1,2,2,3,1,2,2,7,3,7,1,7,1,7,2,5,2,1979,1,3," ",1,4," "
